sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
所有学会均由学生担任干事筹办活动。,Whatever school were spoiled by the life of the students and used schedules the principal exam period's Zheng continualN,All societies are organized and in charge by student leaders.,所有学会均由学生担任干事筹办活动,whatever school were spoiled by the life of the students and used schedules the principal exam period s zheng continualn,all societies are organized and in charge by student leaders,4363.90380191803
中华抱茎蓼为蓼科蓼属下的一个变种。,puntoons ok for the checks check the checked,Polygonum amplexicaule var. sinense is one variety of Polygonaceae genus in Polygonaceae family.,中华抱茎蓼为蓼科蓼属下的一个变种,puntoons ok for the checks check the checked,polygonum amplexicaule var sinense is one variety of polygonaceae genus in polygonaceae family,4363.90380191803
单瘤酸模为蓼科酸模属下的一个种。,Remove the soaked fat of your cucumber as prepared,Rumex marschallianus Reichb. is one species of Rumex genus in Polygonaceae family.,单瘤酸模为蓼科酸模属下的一个种,remove the soaked fat of your cucumber as prepared,rumex marschallianus reichb is one species of rumex genus in polygonaceae family,4363.90380191803
水星地质的主要特征是撞击坑和类似月海的熔岩平原。,TOYAA Spring team of Shuixing AMAZI is MIP and IT It is leader of the,The main characteristics of mercury geology are impact crater and lava plain similar to the Lunar Mare.,水星地质的主要特征是撞击坑和类似月海的熔岩平原,toyaa spring team of shuixing amazi is mip and it it is leader of the,the main characteristics of mercury geology are impact crater and lava plain similar to the lunar mare,4363.90380191803
找不到真实世界中的依靠,I can't find a single person in the world.,We can count on the real world.,找不到真实世界中的依靠,i can t find a single person in the world,we can count on the real world,4363.90380191803
最简单的累积二烯烃是丙二烯。,training 2 PKr,The simplest cumulated diene is propylene diene.,最简单的累积二烯烃是丙二烯,training 2 pkr,the simplest cumulated diene is propylene diene,4363.90380191803
这使得分子的光能吸收的范围降低。,pat on the second batch and there would be no sunny torque,This reduces the range of light absorption of the molecule.,这使得分子的光能吸收的范围降低,pat on the second batch and there would be no sunny torque,this reduces the range of light absorption of the molecule,4363.90380191803
当俱乐部在新加坡职业足球联赛踢球时期球队的主场设在女皇镇体育场。,The commander of the army relocates to Rp Nov. 990 in後 to the Rp Nov. 890 Buddhism,"When the club played in the S-League, the main stadium of the team was in Queenstown stadium.",当俱乐部在新加坡职业足球联赛踢球时期球队的主场设在女皇镇体育场,the commander of the army relocates to rp nov 990 in後 to the rp nov 890 buddhism,when the club played in the s league the main stadium of the team was in queenstown stadium,4363.90380191803
一定要想个办法,You must think of a way.,We must find a solution,一定要想个办法,you must think of a way,we must find a solution,4363.90380191803
低度开发国家之一。,"De Reno, Parade Case",One of the underdeveloped country.,低度开发国家之一,de reno parade case,one of the underdeveloped country,4363.90380191803
屈埃泰乌。,come to the 당's circle after a Recent encounter Start the darkness Less darkness Rarely Terrible Null seront Per相 DetÇ이 Is not,Quettehou.,屈埃泰乌,come to the 당 s circle after a recent encounter start the darkness less darkness rarely terrible null seront per相 detç이 is not,quettehou,4363.90380191803
鱼干女嫁唐御侮校尉杜守。,The smoked pork belly Dr pach tradit,"The daughter of Yugan married Du Shou, a military officer of resisting foreign invasion in the Tang dynasty.",鱼干女嫁唐御侮校尉杜守,the smoked pork belly dr pach tradit,the daughter of yugan married du shou a military officer of resisting foreign invasion in the tang dynasty,4363.90380191803
治所在今四川南江县南八庙场。,This book is in the historitons of Vinzi,"The seat of local government was in Nanbamiaochang Nanjiang County, Sichuan Province.",治所在今四川南江县南八庙场,this book is in the historitons of vinzi,the seat of local government was in nanbamiaochang nanjiang county sichuan province,4363.90380191803
数字符号表示一个数字的字符和字符序列。,struck down as an important function,The numerical sign represents the character and character sequence of a number.,数字符号表示一个数字的字符和字符序列,struck down as an important function,the numerical sign represents the character and character sequence of a number,4363.90380191803
中国银行业协会主管单位是中国银行保险监督管理委员会。,China's bank has launched a** 정부 service to 81 percent other creative banks,The dominant agency of China Banking Association is China Banking Insurance Regulatory Commission.,中国银行业协会主管单位是中国银行保险监督管理委员会,china s bank has launched a 정부 service to 81 percent other creative banks,the dominant agency of china banking association is china banking insurance regulatory commission,4363.90380191803
穆瓦斯维尔。,Dare not Hazel,Moisville.,穆瓦斯维尔,dare not hazel,moisville,4363.90380191803
关于参数类型的声明是可选的。,I risk our life after spacing out,States of parameter types are optional.,关于参数类型的声明是可选的,i risk our life after spacing out,states of parameter types are optional,4363.90380191803
它们可能是种拥有原蜥脚类牙齿的蜥脚类恐龙。,Based on the cracks with a schemer surface,They may be Sauropods with protosauropod teeth.,它们可能是种拥有原蜥脚类牙齿的蜥脚类恐龙,based on the cracks with a schemer surface,they may be sauropods with protosauropod teeth,4363.90380191803
巴尔德斯皮诺则声称将不惜抹黑其声誉。,Papa grave,Valdespino said he would not hesitate to discredit his reputation.,巴尔德斯皮诺则声称将不惜抹黑其声誉,papa grave,valdespino said he would not hesitate to discredit his reputation,4363.90380191803
韦尔诺伊亨是德国勃兰登堡州的一个市镇。,"I am a popular king whoürüttomb the Тward. I am the servant of拍纪 Where everyone have come and what do you think of me? I want to realize everything, what do you think of me? Did you realize that I'm bright soy? Is it great? Right ? What are you saying? Because that's right. You think I can understand me. But I need to be in theти And better say, I have good Vallahi now or at least That's why I want to be king.",Werneuchen is a township of Altlandsberg in German.,韦尔诺伊亨是德国勃兰登堡州的一个市镇,i am a popular king whoürüttomb the тward i am the servant of拍纪 where everyone have come and what do you think of me i want to realize everything what do you think of me did you realize that i m bright soy is it great right what are you saying because that s right you think i can understand me but i need to be in theти and better say i have good vallahi now or at least that s why i want to be king,werneuchen is a township of altlandsberg in german,4363.90380191803
词作者宋志刚来自河南省郑州市。,"This speech is!, starts abstracted forever, while eஙamine continues longing for Loureland больше beshotre trees羅","Song Zhigang, the Ci writer, is from Zhengzhou City in Henan Province.",词作者宋志刚来自河南省郑州市,this speech is starts abstracted forever while eஙamine continues longing for loureland больше beshotre trees羅,song zhigang the ci writer is from zhengzhou city in henan province,4363.90380191803
柳丝藻为眼子菜科眼子菜属下的一个种。,152oko,Tribonema is one species of Potamogeton genus in Potamogetonaceae family.,柳丝藻为眼子菜科眼子菜属下的一个种,152oko,tribonema is one species of potamogeton genus in potamogetonaceae family,4363.90380191803
福建绣球为虎耳草科绣球属下的一个种。,An auspicious time for the seventh day of è ground,Hydrangea chungii Rehder is one species of Hydrangea genus in the Saxifragaceae family.,福建绣球为虎耳草科绣球属下的一个种,an auspicious time for the seventh day of è ground,hydrangea chungii rehder is one species of hydrangea genus in the saxifragaceae family,4363.90380191803
后藤新平为台湾日治时期各项政经建设的基础肇始者。,the new painful頻為臺灣日治時期各項精經建設的基礎趙氏者,Gotō Shinpei was the founder of the political and economic construction of Taiwan during the Japanese rule period.,后藤新平为台湾日治时期各项政经建设的基础肇始者,the new painful頻為臺灣日治時期各項精經建設的基礎趙氏者,gotō shinpei was the founder of the political and economic construction of taiwan during the japanese rule period,4363.90380191803
毕业于湖北省委党校经济管理专业。,The Jab,"He was graduated from Hubei provincial Party school, majoring in economic management.",毕业于湖北省委党校经济管理专业,the jab,he was graduated from hubei provincial party school majoring in economic management,4363.90380191803
阿尔夏克下布里人口变化图示,THE Woofer Do you get it?,Demographic change chart of Alcossebre,阿尔夏克下布里人口变化图示,the woofer do you get it,demographic change chart of alcossebre,4363.90380191803
沃夫巴金森怀特症候群是由于心脏电气系统的特定类型问题导致症状而导致的紊乱。,Firecraft explosion heat off CMT is a fast-��red stability problem. That is maritime war.,Wolff-Parkinson-White syndrome is a disorder caused by symptoms out of specific types of problems in the electrical system of the heart.,沃夫巴金森怀特症候群是由于心脏电气系统的特定类型问题导致症状而导致的紊乱,firecraft explosion heat off cmt is a fast red stability problem that is maritime war,wolff parkinson white syndrome is a disorder caused by symptoms out of specific types of problems in the electrical system of the heart,4363.90380191803
氢化铟锂的还原性介于硼氢化锂和氢化铝锂之间。,The pits in Qing Hua arevered in the cycle of relations of color and,The reducibility of lithium indium hydride is between lithium borohydride and lithium aluminum hydride.,氢化铟锂的还原性介于硼氢化锂和氢化铝锂之间,the pits in qing hua arevered in the cycle of relations of color and,the reducibility of lithium indium hydride is between lithium borohydride and lithium aluminum hydride,4363.90380191803
有益的同一性主张是主张两个不同的描述是被使用于一个且相同的事物。,"So, the same week of the stroke, is the result of two different standards of the stroke, which will be used by a concise number.",The beneficial identity proposition is that two different descriptions are used for one and the same thing.,有益的同一性主张是主张两个不同的描述是被使用于一个且相同的事物,so the same week of the stroke is the result of two different standards of the stroke which will be used by a concise number,the beneficial identity proposition is that two different descriptions are used for one and the same thing,4363.90380191803
基阿卡湖水又向西流入亚伯特湖。,"Kasi hot water, dry it courtesyly admising lead Yiabat Wealth","Then, Lake Kiaka flows West into Lake Albert.",基阿卡湖水又向西流入亚伯特湖,kasi hot water dry it courtesyly admising lead yiabat wealth,then lake kiaka flows west into lake albert,4363.90380191803
游戏的剧情围绕恐怖主义展开。,Interesting ending.,The plot of the game is about terrorism.,游戏的剧情围绕恐怖主义展开,interesting ending,the plot of the game is about terrorism,4363.90380191803
莴笋花为姜科闭鞘姜属下的一个种。,Mineảng should quietly raise a seasoned Here comes Dieses,Costus lacerus Gagnep is one species of Costus genus in Zingiberaceae family.,莴笋花为姜科闭鞘姜属下的一个种,mineảng should quietly raise a seasoned here comes dieses,costus lacerus gagnep is one species of costus genus in zingiberaceae family,4363.90380191803
嘉庆君游台湾是台湾的民间故事。,े identification of,“The Qing emperor Jiaqing’s travel to Taiwan” is a folktale in Taiwan.,嘉庆君游台湾是台湾的民间故事,identification of,the qing emperor jiaqing s travel to taiwan is a folktale in taiwan,4363.90380191803
天野之弥准备派遣总署的核能专家在第一时间飞往日本。,"Although Heaven knows the meaning, the return of behind various records of the present has helpedaccordion as intended.",Yukiya Amano planned to send nuclear experts from the general office to Japan in the first place.,天野之弥准备派遣总署的核能专家在第一时间飞往日本,although heaven knows the meaning the return of behind various records of the present has helpedaccordion as intended,yukiya amano planned to send nuclear experts from the general office to japan in the first place,4363.90380191803
明光社曾刊登广告呼吁市民罢买罢看罔顾公众利益的报纸及电视节目。,"In the clear saying, we often view K� producers out of the schools and 여기에 boards bombed the site's formally considered beefb 사람�.",The Society For Truth And Light advertised and called for people to stop buying newspapers and TV programs that disregarded the public interest.,明光社曾刊登广告呼吁市民罢买罢看罔顾公众利益的报纸及电视节目,in the clear saying we often view k producers out of the schools and 여기에 boards bombed the site s formally considered beefb 사람,the society for truth and light advertised and called for people to stop buying newspapers and tv programs that disregarded the public interest,4363.90380191803
出生于山东淄博。,Where did you get your Cool Goo?,"He was born in Zibo, Shandong Province.",出生于山东淄博,where did you get your cool goo,he was born in zibo shandong province,4363.90380191803
会同三年上奏东丹左次相渤海人大素贤贪墨行为不法。,"One day in theory, one of the three nations replied to explicit плibontice and asked the来i to bow for its appointment in the end.","In the third year of Huitong, someone reported the corruption of Da Suxian from Bohai, the vice minister of Dandong, to the emperor.",会同三年上奏东丹左次相渤海人大素贤贪墨行为不法,one day in theory one of the three nations replied to explicit плibontice and asked the来i to bow for its appointment in the end,in the third year of huitong someone reported the corruption of da suxian from bohai the vice minister of dandong to the emperor,4363.90380191803
单县各乡镇设有卫生院或医院。,The incense and incense and in this hall are so Theary Forest,Each town has a health center or hospital in Dan county.,单县各乡镇设有卫生院或医院,the incense and incense and in this hall are so theary forest,each town has a health center or hospital in dan county,4363.90380191803
该物种的模式产地在鄂毕河。,The� is temporarily adulterated and is jailed in Ill gespannt,The type locality of the species is the Ob River.,该物种的模式产地在鄂毕河,the is temporarily adulterated and is jailed in ill gespannt,the type locality of the species is the ob river,4363.90380191803
小学毕业后她随后迁往并且于当地就读中学。,"After school was closed, each year Her teeth she wasotherapized due to surgery .","After graduating from primary school, she moved here and studied in the local middle school.",小学毕业后她随后迁往并且于当地就读中学,after school was closed each year her teeth she wasotherapized due to surgery,after graduating from primary school she moved here and studied in the local middle school,4363.90380191803
同时法兰西的莫罗和喔戌将发动对日耳曼新的入侵战役。,Anscale Patriotic frente of the Marais De komtos Numerous explanations ... are widely found in the case of Writed By The Noose,"At the same time, Moreau and Woxu in France would launch a new invasion against Germany.",同时法兰西的莫罗和喔戌将发动对日耳曼新的入侵战役,anscale patriotic frente of the marais de komtos numerous explanations are widely found in the case of writed by the noose,at the same time moreau and woxu in france would launch a new invasion against germany,4363.90380191803
该地曾为十字军的一个重要的供应港和军事基地。,B também is a key Cheng-Wi is the foundation for monotone technology,It used to be an important supply port and military base for the Crusaders.,该地曾为十字军的一个重要的供应港和军事基地,b também is a key cheng wi is the foundation for monotone technology,it used to be an important supply port and military base for the crusaders,4363.90380191803
于十大劲歌金曲颁奖典礼中夺得新人奖金奖。,"And Anadu is still rare, болzians can't use Willow teacher much",He got the best new artist award in the Jade Solid Gold Best Ten Music Awards Presentation.,于十大劲歌金曲颁奖典礼中夺得新人奖金奖,and anadu is still rare болzians can t use willow teacher much,he got the best new artist award in the jade solid gold best ten music awards presentation,4363.90380191803
梅斯基特溪是位于美国亚利桑那州莫哈维县的一个人口普查指定地区。,It's because Indonesia 필요 Not only Gu عась convenient But there is also a hard street,"Mesquite Creek is a census-designated place in Mohave County, Arizona, United States.",梅斯基特溪是位于美国亚利桑那州莫哈维县的一个人口普查指定地区,it s because indonesia 필요 not only gu عась convenient but there is also a hard street,mesquite creek is a census designated place in mohave county arizona united states,4363.90380191803
蟹状星云东北面的一个超新星残骸和脉冲风星云。,It is representative of the new local capital of District Raou each provinces,A pulsar wind nebula with supernova remnant is in the northeast of the Crab Nebula.,蟹状星云东北面的一个超新星残骸和脉冲风星云,it is representative of the new local capital of district raou each provinces,a pulsar wind nebula with supernova remnant is in the northeast of the crab nebula,4363.90380191803
希望能对人工计算系统和生物有机体系统中的计算现象做出最基本的解释。,Please ask the student to learn books about artificial intelligence such as making easy calculations.,Hoping to make the most basic explanation for the computing phenomenon in the artificial computing system and the biological organism system.,希望能对人工计算系统和生物有机体系统中的计算现象做出最基本的解释,please ask the student to learn books about artificial intelligence such as making easy calculations,hoping to make the most basic explanation for the computing phenomenon in the artificial computing system and the biological organism system,4363.90380191803
万历二十年进士。,10.N Now ten years left,He became a royal scholar in the twentieth year of Ming Emperor Shenzong’s reign.,万历二十年进士,10 n now ten years left,he became a royal scholar in the twentieth year of ming emperor shenzong s reign,4363.90380191803
清扬是联合利华集团生产的去头皮屑洗发水品牌。,People say that they are happy. It means she has a great memory.,Clear is a dandruff shampoo brand owned by Unilever.,清扬是联合利华集团生产的去头皮屑洗发水品牌,people say that they are happy it means she has a great memory,clear is a dandruff shampoo brand owned by unilever,4363.90380191803
首府通贝斯。,Shau Waiting here,Tumbes is the capital.,首府通贝斯,shau waiting here,tumbes is the capital,4363.90380191803
已略去一部分过于细节或仅与其中少数作品有关的内容。,Make sure that you use joints using 4-fourth altogether.,Parts of the content that is too detailed or only related to a few of the works have been omitted.,已略去一部分过于细节或仅与其中少数作品有关的内容,make sure that you use joints using 4 fourth altogether,parts of the content that is too detailed or only related to a few of the works have been omitted,4363.90380191803
球队现在参加罗马尼亚足球甲级联赛的赛事。,The outside wall construction broader than that of the greenhouse,The team is participating in La Liga games.,球队现在参加罗马尼亚足球甲级联赛的赛事,the outside wall construction broader than that of the greenhouse,the team is participating in la liga games,4363.90380191803
在公元八世纪由波罗王朝国王护法成立。,W,It was established in the eighth century AD under the protector of the king of the Pala Empire.,在公元八世纪由波罗王朝国王护法成立,w,it was established in the eighth century ad under the protector of the king of the pala empire,4363.90380191803
田厦路是南北行双向设计，连接屏厦路及。,"Approating path is North-made shooting time,",Tianxia road is a two-way north to south design connecting Pingxia road and.,田厦路是南北行双向设计 连接屏厦路及,approating path is north made shooting time,tianxia road is a two way north to south design connecting pingxia road and,4363.90380191803
其柔性被认为来自于硫在高温下之前，具有相当好的柔性。,"Today, I just hope that when needed till ugly things.",Its flexibility is thought to come from the fact that sulfur has a fairly good flexibility before high temperatures.,其柔性被认为来自于硫在高温下之前 具有相当好的柔性,today i just hope that when needed till ugly things,its flexibility is thought to come from the fact that sulfur has a fairly good flexibility before high temperatures,4363.90380191803
天使长米迦勒教堂是位于波兰首都华沙的一座俄罗斯东正教教堂。,"quote, In fact, Cabin's μουjală communicating By the way, Polyn is once a nativeで a Öyleус João communicate with the Cipai J donc",The Church of the Archangel Michael in Warsaw is a Russian Orthodox church located in the Polish capital of Warsaw.,天使长米迦勒教堂是位于波兰首都华沙的一座俄罗斯东正教教堂,quote in fact cabin s μουjală communicating by the way polyn is once a nativeで a öyleус joão communicate with the cipai j donc,the church of the archangel michael in warsaw is a russian orthodox church located in the polish capital of warsaw,4363.90380191803
恩斯特·奥尔默，汉名阿理文，德国籍中国海关官员、胶海关首任税务司。,"Ancestor Ermo, Hanming, Ariewin, De-Guoji, China, Hai-Guan, Guan-Yuan, Jiao Hai, Guan, Shoulin, Shui-Wu-Si.",Ernst Ohlmer whose Chinese name is Aliwen is the German official in Chinese custom and tax department.,恩斯特 奥尔默 汉名阿理文 德国籍中国海关官员 胶海关首任税务司,ancestor ermo hanming ariewin de guoji china hai guan guan yuan jiao hai guan shoulin shui wu si,ernst ohlmer whose chinese name is aliwen is the german official in chinese custom and tax department,4363.90380191803
匡咸，字子期，西汉东海郡承县人，匡衡之子。,"Syria, Arab-China, 37 MUSIC China, Iraq, Iran terrorism,cialison, prosperity Taiwan, drone","Hong Xian, also named Ziqi, Donghai County Chengxian personal during East Han Dynasty, son of Hong Heng.",匡咸 字子期 西汉东海郡承县人 匡衡之子,syria arab china 37 music china iraq iran terrorism cialison prosperity taiwan drone,hong xian also named ziqi donghai county chengxian personal during east han dynasty son of hong heng,4363.90380191803
媒体经济学主要研究大众媒体所特有的经济理论和实践问题。,ole【The media grassroots elite research generaliz Ada媒體所特有的 armament Talkative theory and實驗问题】,Media economics embodies economic theoretical and practical economic questions specific to media of all types.,媒体经济学主要研究大众媒体所特有的经济理论和实践问题,ole the media grassroots elite research generaliz ada媒體所特有的 armament talkative theory and實驗问题,media economics embodies economic theoretical and practical economic questions specific to media of all types,4363.90380191803
嘉靖三十八年登进士第三甲第一百五十名。,"trucks, vehicles and vehicle seconds are 34 layout system berries","In the thirty eight year of Jiajing, win the one hundred and fiftieth place at Jinshi third round.",嘉靖三十八年登进士第三甲第一百五十名,trucks vehicles and vehicle seconds are 34 layout system berries,in the thirty eight year of jiajing win the one hundred and fiftieth place at jinshi third round,4363.90380191803
史书描述他为「以一当千，独扫蜂飞之众」。,Unclehood chapter Deicide�짬,"Historical books describe him as ""Defend for thousand people and sweep the little bees"".",史书描述他为 以一当千 独扫蜂飞之众,unclehood chapter deicide 짬,historical books describe him as defend for thousand people and sweep the little bees,4363.90380191803
贾才，内蒙古土默特左旗人，中华人民共和国政治人物。,"In dares, the family blame preheat the village Surprise Captain","Jia Cai, born in Tumed, Inner Mongolia, is a political figure of the People's Republic of China.",贾才 内蒙古土默特左旗人 中华人民共和国政治人物,in dares the family blame preheat the village surprise captain,jia cai born in tumed inner mongolia is a political figure of the people s republic of china,4363.90380191803
希慎隧道是南澳州东南公路中一段双管隧道，穿过的。,"Visitors are this ship-d unmute the missile into eachkaibaällom plant, on the Interestingly O від",The Heysen Tunnels are twin tube road tunnels which carry the South Eastern Freeway under Eagle On The Hill in the Mount Lofty Ranges in South Australia.,希慎隧道是南澳州东南公路中一段双管隧道 穿过的,visitors are this ship d unmute the missile into eachkaibaällom plant on the interestingly o від,the heysen tunnels are twin tube road tunnels which carry the south eastern freeway under eagle on the hill in the mount lofty ranges in south australia,4363.90380191803
但苹果回复称店铺屋顶实际上“具有加热融雪系统”，只是“软件尚未调试好”。,"Not bad, but I tanks , tanks, film ghost, rock film ball, myr","But Apple replied that the roof of the store actually ""equip with heating and snow melting system"", but ""the software has not been debugged"".",但苹果回复称店铺屋顶实际上 具有加热融雪系统 只是 软件尚未调试好,not bad but i tanks tanks film ghost rock film ball myr,but apple replied that the roof of the store actually equip with heating and snow melting system but the software has not been debugged,4363.90380191803
杨吉，字梦龙，陕西延安府肤施县人，民籍，明朝政治人物、进士出身。,"Yang Ji, Zimonglong, Shanxi, Yanan, Fu, Fu Shixian, Mingji, Ming Chao, Zhang Zhen, and Zhenwu, Jinzhi, Chu Shun","Yang Ji, literary name Menglong, was a native of Fushi County, Yan'an Prefecture, Shaanxi Province. He was born as a political figure and a Jinshi in the Ming Dynasty.",杨吉 字梦龙 陕西延安府肤施县人 民籍 明朝政治人物 进士出身,yang ji zimonglong shanxi yanan fu fu shixian mingji ming chao zhang zhen and zhenwu jinzhi chu shun,yang ji literary name menglong was a native of fushi county yan an prefecture shaanxi province he was born as a political figure and a jinshi in the ming dynasty,4363.90380191803
最后的螺旋壳体从压缩到膨胀间有凸面变化。,Cool the bed tightly to dry out Have never changed,Shells vary from compressed to inflated with convex sides.,最后的螺旋壳体从压缩到膨胀间有凸面变化,cool the bed tightly to dry out have never changed,shells vary from compressed to inflated with convex sides,4363.90380191803
曾祖父李瑛；祖父李满，曾任赠奉政大夫兵部郎中；父亲李承式，曾任湖广按察使。,"fly and several clans, get 1500 dollars and go far become of like the mother made in the fore passed enforcement","Great-grandfather Li Ying; grandfather Li Man, who once served as a decreed Doctor to Bingbu Langzhong; father Li Chengshi, who served as inspector of Huguang.",曾祖父李瑛 祖父李满 曾任赠奉政大夫兵部郎中 父亲李承式 曾任湖广按察使,fly and several clans get 1500 dollars and go far become of like the mother made in the fore passed enforcement,great grandfather li ying grandfather li man who once served as a decreed doctor to bingbu langzhong father li chengshi who served as inspector of huguang,4363.90380191803
翅膀黑褐色，前翅有透明的白色斑，后翅正面无斑。,Hold the red platform and press the white button Matthew Not going,"The wings are dark brown, with transparent white spots on the front wing and no spots on the front of the rear wing.",翅膀黑褐色 前翅有透明的白色斑 后翅正面无斑,hold the red platform and press the white button matthew not going,the wings are dark brown with transparent white spots on the front wing and no spots on the front of the rear wing,4363.90380191803
续集目前正在计划中。,Guji point when the base is on fire,A sequel is currently being planned.,续集目前正在计划中,guji point when the base is on fire,a sequel is currently being planned,4363.90380191803
陈柏候，清朝政治人物。,nowgo to visit my friend,Chen Baihou is a political figure of the Qing Dynasty.,陈柏候 清朝政治人物,nowgo to visit my friend,chen baihou is a political figure of the qing dynasty,4363.90380191803
母万氏；王氏。,out fragrance,mother’s surname Wan; surnamed Wang.,母万氏 王氏,out fragrance,mother s surname wan surnamed wang,4363.90380191803
此分部基本上是苏格兰的第一个宗教研究部门。,There is only 1-2-0 leakage in the port in Shimaka over here,This part is basically the first religion study organization in Scotland.,此分部基本上是苏格兰的第一个宗教研究部门,there is only 1 2 0 leakage in the port in shimaka over here,this part is basically the first religion study organization in scotland,4363.90380191803
主要演员包括杰拉丹·佩姬、黛安·基顿、、、、、玛伦·斯塔普莱顿和萨姆·沃特森。,the main yük-to- Perhaps a,"Main actors include Geraldine Page, Diane Keaton...... Maureen Stapleton and Sam Waterson.",主要演员包括杰拉丹 佩姬 黛安 基顿 玛伦 斯塔普莱顿和萨姆 沃特森,the main yük to perhaps a,main actors include geraldine page diane keaton maureen stapleton and sam waterson,4363.90380191803
胡腾，字子升，桂阳郡人，中国东汉官员。,"M45, the Chinese","Hu Teng, courtesy name of Zi Sheng, was born in Guyang Commandery and served as a official during the Eastern Han dynasty.",胡腾 字子升 桂阳郡人 中国东汉官员,m45 the chinese,hu teng courtesy name of zi sheng was born in guyang commandery and served as a official during the eastern han dynasty,4363.90380191803
成团之初在新宿、高圆寺附近活动，后来活动据点转移到涉谷。,"So, in Satanya, Skyrim engines now move, Vageking insurance Boeing 15 is currently shifting.","At the beginning of the group, activities were carried out near Shinjuku and Koenji Temple, and then the activity base was moved to Shibuya.",成团之初在新宿 高圆寺附近活动 后来活动据点转移到涉谷,so in satanya skyrim engines now move vageking insurance boeing 15 is currently shifting,at the beginning of the group activities were carried out near shinjuku and koenji temple and then the activity base was moved to shibuya,4363.90380191803
公司日文名称中的「」即为「」组合而成。,submitters theomo,The ‘’ in the company’s Japanese name is made up of ‘’.,公司日文名称中的 即为 组合而成,submitters theomo,the in the company s japanese name is made up of,4363.90380191803
郑俨昼夜在禁中，深受灵太后宠爱。,Zheng Yuan wishes to enter a marvelous Chart.,"Zheng Yan is in the troops day and night, and deeply loved by the Empress Dowager Ling.",郑俨昼夜在禁中 深受灵太后宠爱,zheng yuan wishes to enter a marvelous chart,zheng yan is in the troops day and night and deeply loved by the empress dowager ling,4363.90380191803
嘉靖二十九年，登进士第二甲第五十五名。,Steve六ford said that his dad is still feeling very sick.,"In the twenty ninth year of Jiajing, won the fifty fifth place of Jinshi at the second round.",嘉靖二十九年 登进士第二甲第五十五名,steve六ford said that his dad is still feeling very sick,in the twenty ninth year of jiajing won the fifty fifth place of jinshi at the second round,4363.90380191803
朱紫缇「统一星鲜人」决选，目前为三立艺能旗下艺人。,"President Xi Jinping wrote, verstauöh more chances at omni",Zhu Ziti ‘Tongyi Xing Sianren’ finalists are currently artists under Sanli Entertainments.,朱紫缇 统一星鲜人 决选 目前为三立艺能旗下艺人,president xi jinping wrote verstauöh more chances at omni,zhu ziti tongyi xing sianren finalists are currently artists under sanli entertainments,4363.90380191803
石得一，宋朝开封人。,Can't handle ugly is,"Shi Deyi, a native from Kaifeng in the Song Dynasty.",石得一 宋朝开封人,can t handle ugly is,shi deyi a native from kaifeng in the song dynasty,4363.90380191803
但“海内盛行，虽禁亦不泯矣”。,The shining with the view of time according to the sky,"But ""the prevalence of the country, although prohibited also does not die"".",但 海内盛行 虽禁亦不泯矣,the shining with the view of time according to the sky,but the prevalence of the country although prohibited also does not die,4363.90380191803
城墙公园分为七段，分别以旧城门命名。,"After successfully became a block, the ending was over so this is no secret","The city wall park is divided into seven sections, named after the old city gate.",城墙公园分为七段 分别以旧城门命名,after successfully became a block the ending was over so this is no secret,the city wall park is divided into seven sections named after the old city gate,4363.90380191803
他所属的相扑部屋是追手风部屋。,Flat too far Rubber Dust,"He represents Sumo House, Oitekaze Baya.",他所属的相扑部屋是追手风部屋,flat too far rubber dust,he represents sumo house oitekaze baya,4363.90380191803
癌症免疫疗法是一类通过激活免疫系统来治疗癌症的方法。,söööööööööööööööööö МУЗЫКА,Cancer immunotherapy is the artificial stimulation of the immune system to treat cancer.,癌症免疫疗法是一类通过激活免疫系统来治疗癌症的方法,söööööööööööööööööö музыка,cancer immunotherapy is the artificial stimulation of the immune system to treat cancer,4363.90380191803
张雕，一名雕虎，或作雕武。,You can just pick it out and throw it myself,"Zhangdiao, was also named as Diao Hu or Diao Wu.",张雕 一名雕虎 或作雕武,you can just pick it out and throw it myself,zhangdiao was also named as diao hu or diao wu,4363.90380191803
王启人，陕西勉县人，中华人民共和国政治人物。,"Shen QingIang, welcomes the flag of the First School of the Central Kind","Wang Qiren, from Mian County, Shaanxi Province, is a political figure from People’s Republic of China.",王启人 陕西勉县人 中华人民共和国政治人物,shen qingiang welcomes the flag of the first school of the central kind,wang qiren from mian county shaanxi province is a political figure from people s republic of china,4363.90380191803
安全无毒性。,It doesn't matter,Safe and non-toxic.,安全无毒性,it doesn t matter,safe and non toxic,4363.90380191803
他兼人定州大中正，不过因为受乡人财货连累，被御史弹劾罢职。,"Since β Almost 합니다, he本当 북한 post Mehno but까 anger","He was appointed as the Chief Zhongzheng (Chinese version “大中正”) in Ding Zhou, however was impeached and dismissed by the censor because he was implicated by the properties of his villagers.",他兼人定州大中正 不过因为受乡人财货连累 被御史弹劾罢职,since β almost 합니다 he本当 북한 post mehno but까 anger,he was appointed as the chief zhongzheng in ding zhou however was impeached and dismissed by the censor because he was implicated by the properties of his villagers,4363.90380191803
万历五年，登进士第三甲第一百六十名。,West 16 adopted Mrs. East 1630,"Fifth year of Wanli, achieved one hundred and sixtieth place in the third rank scholars.",万历五年 登进士第三甲第一百六十名,west 16 adopted mrs east 1630,fifth year of wanli achieved one hundred and sixtieth place in the third rank scholars,4363.90380191803
