sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
现在白工厂是中央纺织博物馆和民俗舞蹈馆的所在地。,"Now, the White House is the place of the Central Museum of Contemporary Art and the National Museum of Dance.",The White Factory currently hosts the Central Museum of Textiles and Folk Dance Ensemble “HARNAM”.,现在白工厂是中央纺织博物馆和民俗舞蹈馆的所在地,now the white house is the place of the central museum of contemporary art and the national museum of dance,the white factory currently hosts the central museum of textiles and folk dance ensemble harnam,4191.862732887268
正确的姿可使肌肉达到最佳运动量，让你移动更快。,The fresh buffalo custard that helps stress and to help knee sig Aunt Sui's medicine should be extremely healthy and원�,"Correct posture can ensure most efficient muscle movement, allowing you to move faster.",正确的姿可使肌肉达到最佳运动量 让你移动更快,the fresh buffalo custard that helps stress and to help knee sig aunt sui s medicine should be extremely healthy and원,correct posture can ensure most efficient muscle movement allowing you to move faster,4191.862732887268
纳切兹是一个位于美国阿拉巴马州门罗县的非建制地区。,That city is really a black area located in Alabama county.,"Natchez is an unincorporated community of Monroe County, Alabama, United States.",纳切兹是一个位于美国阿拉巴马州门罗县的非建制地区,that city is really a black area located in alabama county,natchez is an unincorporated community of monroe county alabama united states,4191.862732887268
麦伦坎普被提名过十三次并得过一次葛莱美奖。,Mai Wen-Khan was nominated for 13 gold medals and once a medal of love.,"Mellencamp has been nominated for 13 Grammy Awards, winning one.",麦伦坎普被提名过十三次并得过一次葛莱美奖,mai wen khan was nominated for 13 gold medals and once a medal of love,mellencamp has been nominated for 13 grammy awards winning one,4191.862732887268
科学上的实验数据是指由度量、测试方法、实验设计或准实验等提供之数据。,"The data on the scientific test is provided by the measurement, testing method, test design, or the data provided for the test.","Scientific experimental data refers to data provided by measurement, test methods, experimental design or quasi-experiments.",科学上的实验数据是指由度量 测试方法 实验设计或准实验等提供之数据,the data on the scientific test is provided by the measurement testing method test design or the data provided for the test,scientific experimental data refers to data provided by measurement test methods experimental design or quasi experiments,4191.862732887268
但他在关键时刻严重受伤，因此迫使他错过了几场比赛，并一路下滑到无薪的幕下级别。,"However, he was seriously injured at a critical moment, forcing him to miss the match and slide into the","But he was seriously injured at a critical moment, forcing him to miss a few games and slide all the way down to the unpaid offstage level.",但他在关键时刻严重受伤 因此迫使他错过了几场比赛 并一路下滑到无薪的幕下级别,however he was seriously injured at a critical moment forcing him to miss the match and slide into the,but he was seriously injured at a critical moment forcing him to miss a few games and slide all the way down to the unpaid offstage level,4191.862732887268
墨尔本城堡是一座位于英格兰德比郡墨尔本的中世纪城堡。,,"Melbourne castle is a medieval castle in Melbourne, Derbyshire, England.",墨尔本城堡是一座位于英格兰德比郡墨尔本的中世纪城堡,,melbourne castle is a medieval castle in melbourne derbyshire england,4191.862732887268
母王氏；继母孙氏；继母黄氏。,,mother’s surname Wang; stepmother’s surname Sun; stepmother’s surname Huang.,母王氏 继母孙氏 继母黄氏,,mother s surname wang stepmother s surname sun stepmother s surname huang,4191.862732887268
王宏遣使对宋翼说：“郭汜、李傕以我二人带兵在外，所以不敢危及司徒王公。,,"Huang Hong the appointed representation said to Songyi, ‘Guo Yu, Li Jue had us leading the troops on the fields, so that Lord Situ Huang would not be endangered.’",王宏遣使对宋翼说 郭汜 李傕以我二人带兵在外 所以不敢危及司徒王公,,huang hong the appointed representation said to songyi guo yu li jue had us leading the troops on the fields so that lord situ huang would not be endangered,4191.862732887268
由于缺乏文献证明，作者和具体创作时间不详。,"Due to the lack of document certification, the author and specific creation time are not good.","Due to the lack of documentation, author and the time of writing were unknown.",由于缺乏文献证明 作者和具体创作时间不详,due to the lack of document certification the author and specific creation time are not good,due to the lack of documentation author and the time of writing were unknown,4191.862732887268
同时海蒂也与当地的牧童皮特成为好友。,"At the same time, Hai Di also became friends with the local woodworm Peter.","At the same time, Heidi also became friends with the local shepherd boy Peter.",同时海蒂也与当地的牧童皮特成为好友,at the same time hai di also became friends with the local woodworm peter,at the same time heidi also became friends with the local shepherd boy peter,4191.862732887268
韩添伊初一时进入上海市市北中学就读，并开始练习打排球。,Han Tianyi entered Shanghai City Middle School of Beijing to study for the first time and began to practice table tennis.,Han Tianyi entered Shanghai Shibei Senior High School and began playing volleyball.,韩添伊初一时进入上海市市北中学就读 并开始练习打排球,han tianyi entered shanghai city middle school of beijing to study for the first time and began to practice table tennis,han tianyi entered shanghai shibei senior high school and began playing volleyball,4191.862732887268
闭花赤箭是一种兰科赤箭属的菌异营植物，全株皆无叶绿素。,Blooms are a Micropych史 Revolution matched your image of the development,"Gastrodia clausa is a myco-heterotrophy plant of the Gastrodia, genus Orchidaceae, with completely no chlorophyll.",闭花赤箭是一种兰科赤箭属的菌异营植物 全株皆无叶绿素,blooms are a micropych史 revolution matched your image of the development,gastrodia clausa is a myco heterotrophy plant of the gastrodia genus orchidaceae with completely no chlorophyll,4191.862732887268
高质敬，直隶任丘人，清朝政治人物。,"Gao Zhijing, Zhili Ren Qiuren, Qing Dynasty political figure","Gao Zhijing, a native of Renqiu, Zhili, a Qing Dynasty political figure.",高质敬 直隶任丘人 清朝政治人物,gao zhijing zhili ren qiuren qing dynasty political figure,gao zhijing a native of renqiu zhili a qing dynasty political figure,4191.862732887268
万历二十年，登进士第三甲第一百四名，仕至山东按察使。,Wanli improve to,"Accredited in Imperial Court Exam in third rank, 140th place, in Wenli 20th year and was made Investigating Official in Shandong.",万历二十年 登进士第三甲第一百四名 仕至山东按察使,wanli improve to,accredited in imperial court exam in third rank 140th place in wenli 20th year and was made investigating official in shandong,4191.862732887268
埃及前武装部队总参谋长萨米·阿南宣布有意参选总统后，被埃及军方拘留。,The former Egyptian armed forces chief of staff Sami Anan announced that he was intentionally elected president and was detained by the Egyptian military.,"After Sami Hafez Anan, previous Chief of General Staff of the Armed Forces had announced his intention to run for president, he was arrested by Egyptian military.",埃及前武装部队总参谋长萨米 阿南宣布有意参选总统后 被埃及军方拘留,the former egyptian armed forces chief of staff sami anan announced that he was intentionally elected president and was detained by the egyptian military,after sami hafez anan previous chief of general staff of the armed forces had announced his intention to run for president he was arrested by egyptian military,4191.862732887268
北京国际图书博览会总公司承办，是中国「十一五」、「十二五」的重要会展项目。,èce It was типа tends Prix o,"Hosted by Beijing International Book Fair Company, they are important exhibition projects for Chinese ‘Eleven-Fifth’, ‘Twelve- Fifth’.",北京国际图书博览会总公司承办 是中国 十一五 十二五 的重要会展项目,èce it was типа tends prix o,hosted by beijing international book fair company they are important exhibition projects for chinese eleven fifth twelve fifth,4191.862732887268
泰索尼洛国家公园是一座位于印度尼西亚苏门答腊岛廖内省的国家公园。,"The Taishonilo National Park is a national park located on the island of Sumatra, Indonesia.","Tesso Nilo National Park is a national park in Riau Province, Sumatra Island, Indonesia.",泰索尼洛国家公园是一座位于印度尼西亚苏门答腊岛廖内省的国家公园,the taishonilo national park is a national park located on the island of sumatra indonesia,tesso nilo national park is a national park in riau province sumatra island indonesia,4191.862732887268
巴基斯坦政府谴责袭击，但否认与袭击事件有关。,"The Pakistani government has condemned the attack, but denies it is related to the attack.","The Pakistani government condemned the attack, but denied any connection to it.",巴基斯坦政府谴责袭击 但否认与袭击事件有关,the pakistani government has condemned the attack but denies it is related to the attack,the pakistani government condemned the attack but denied any connection to it,4191.862732887268
她是俞陆平的早期学生之一，在液晶高分子方向做了一些初步工作。,He is one of the early students of Yu Lu Ping He did some early work in the direction of the senior students of Ye Jing,She is one of Yu Luping's early students and has done some preliminary work in the direction of liquid crystal polymer.,她是俞陆平的早期学生之一 在液晶高分子方向做了一些初步工作,he is one of the early students of yu lu ping he did some early work in the direction of the senior students of ye jing,she is one of yu luping s early students and has done some preliminary work in the direction of liquid crystal polymer,4191.862732887268
该组织的政治立场是极左翼。,The political position of the organization is very leftist.,The political position of the organization is the extreme left-wing.,该组织的政治立场是极左翼,the political position of the organization is very leftist,the political position of the organization is the extreme left wing,4191.862732887268
可直接作为泡菜食用，也可作为炒饭、炒菜等的配料。,"It can be used directly as a side dish, or as a side dish for fried rice and fried vegetables.",It can be used as pickle or paired with fried rice and dishes.,可直接作为泡菜食用 也可作为炒饭 炒菜等的配料,it can be used directly as a side dish or as a side dish for fried rice and fried vegetables,it can be used as pickle or paired with fried rice and dishes,4191.862732887268
坦奥克公园是位于美国加利福尼亚州门多西诺县的一个非建制地区。,"The Taoka Park is located in a non-constitutional area of ​​Mendoza-Xeno in California, USA.","Tan Oak Park is an unincorporated community in Mendocino County, California, United States.",坦奥克公园是位于美国加利福尼亚州门多西诺县的一个非建制地区,the taoka park is located in a non constitutional area of ​​mendoza xeno in california usa,tan oak park is an unincorporated community in mendocino county california united states,4191.862732887268
沈玄华，字瑞伯，嘉兴县人人，浙江嘉兴府秀水县民籍，明朝政治人物、进士出身。,"Shen Xuanhua, from Ruibo, is a county man from Jiaxing. He is a political figure from the Ming Dynasty, and was born in the Xiu Shui County of Jiaxing Prefecture, Zhejiang Province.","Chen Xuanhua, courtesy name Ruibo, a civilian native of Xiushui County, Jiaxing, Zhejiang, Ming Dynasty political figure, originally a scholar.",沈玄华 字瑞伯 嘉兴县人人 浙江嘉兴府秀水县民籍 明朝政治人物 进士出身,shen xuanhua from ruibo is a county man from jiaxing he is a political figure from the ming dynasty and was born in the xiu shui county of jiaxing prefecture zhejiang province,chen xuanhua courtesy name ruibo a civilian native of xiushui county jiaxing zhejiang ming dynasty political figure originally a scholar,4191.862732887268
艾锐克，为加拿大棒球选手，目前效力于中华职棒中信兄弟，守备位置为内野手。,fortsなんです,Eric Elliot Wood is a Canadian professional baseball as an infielder who previously played for the Chinatrust Brothers of the Chinese Professional Baseball League (CPBL).,艾锐克 为加拿大棒球选手 目前效力于中华职棒中信兄弟 守备位置为内野手,fortsなんです,eric elliot wood is a canadian professional baseball as an infielder who previously played for the chinatrust brothers of the chinese professional baseball league,4191.862732887268
乙邦才，字奇山，青州府益都县人，明朝、南明军事人物。,"以邦才自齐山,青州府易都县人,明朝,南明军事人物。","Yue Banzai, also named Chishan, Chingzhou City Yido County personnel, military character in Ming and Southern Ming Dynasty.",乙邦才 字奇山 青州府益都县人 明朝 南明军事人物,以邦才自齐山 青州府易都县人 明朝 南明军事人物,yue banzai also named chishan chingzhou city yido county personnel military character in ming and southern ming dynasty,4191.862732887268
彰国军节度使，五代十国的节度使，治所在应州。,"você é certo Statue of Emperor Zhanguo Jun, Capra of the 5er Time Place, drip five","Military governors of Zhang and Wushi, the govern area covers Yingzhou.",彰国军节度使 五代十国的节度使 治所在应州,você é certo statue of emperor zhanguo jun capra of the 5er time place drip five,military governors of zhang and wushi the govern area covers yingzhou,4191.862732887268
董让，字克谦，浙秀水人，明朝成化、弘治时期的御用监太监。,**ayahuasara calligraphy & speech,"Dong Rang, style name Keqian, a native in Xiushui, Zhejiang, was an imperial eunuch in the period of Chenghua and Hongzhi of Ming Dynasty.",董让 字克谦 浙秀水人 明朝成化 弘治时期的御用监太监,ayahuasara calligraphy speech,dong rang style name keqian a native in xiushui zhejiang was an imperial eunuch in the period of chenghua and hongzhi of ming dynasty,4191.862732887268
本歌曲完全由卡尔文一人制作完成。,This song was completely composed by Calvin.,The song was solely produced by Calvin.,本歌曲完全由卡尔文一人制作完成,this song was completely composed by calvin,the song was solely produced by calvin,4191.862732887268
秦锺震，明朝政治人物，进士出身。,"Qin Zhongzheng, a famous political figure, was born in Jin.",Qin Zhongzhen was honored the third grade of Jinshi degree and served as a politician in Ming dynasty.,秦锺震 明朝政治人物 进士出身,qin zhongzheng a famous political figure was born in jin,qin zhongzhen was honored the third grade of jinshi degree and served as a politician in ming dynasty,4191.862732887268
隆庆五年，登进士第二甲第三十一名。,"Three or four travel guides were acquired as the RAF chief. In July Heights, China's team will be ranked at the top of the lady fighters on the tour to perform their latest 21st year of armyree. respite Next off, all five Hiltonian operators made it're own movements to the girls' gala and get back on the stage for their 20th Mustache Noze.","Accredited for Imperial Court Exam Second Rank in 31st place, in Longqing 5th year.",隆庆五年 登进士第二甲第三十一名,three or four travel guides were acquired as the raf chief in july heights china s team will be ranked at the top of the lady fighters on the tour to perform their latest 21st year of armyree respite next off all five hiltonian operators made it re own movements to the girls gala and get back on the stage for their 20th mustache noze,accredited for imperial court exam second rank in 31st place in longqing 5th year,4191.862732887268
森林内由娱乐设施、鱼类和野生动物的栖息地，以及当地工业的开发资源。,"The forest is home to entertainment facilities, fish and wild animals, and local industrial development resources.","The forest consists of recreational facilities, fish and wildlife habitats as well as development resources of local industry.",森林内由娱乐设施 鱼类和野生动物的栖息地 以及当地工业的开发资源,the forest is home to entertainment facilities fish and wild animals and local industrial development resources,the forest consists of recreational facilities fish and wildlife habitats as well as development resources of local industry,4191.862732887268
麦吉克里克是位于美国加利福尼亚州莫诺县的一个人口普查指定地区。,"Magyarik is a population census-determined area in the Mono County of California, USA.","Maggie Creek is a designated census area in mono County, California, USA.",麦吉克里克是位于美国加利福尼亚州莫诺县的一个人口普查指定地区,magyarik is a population census determined area in the mono county of california usa,maggie creek is a designated census area in mono county california usa,4191.862732887268
数年后梅免、百政起义失败。,It is inevitable that the government will fail several years later.,"A few years later, Meimian and Baizheng uprising failed.",数年后梅免 百政起义失败,it is inevitable that the government will fail several years later,a few years later meimian and baizheng uprising failed,4191.862732887268
策辞疾不赴。,Leader Chi Wu's The International,Ce refuse to go in excuse of illness.,策辞疾不赴,leader chi wu s the international,ce refuse to go in excuse of illness,4191.862732887268
嘉靖四十一年联捷二甲第五十一名进士。,"In 1941, Jiajing was the 51st Jin family to be connected to the Erjia.","In the 41st year of Jiajing, won the 51st among the second Grade of Jinshi in succession.",嘉靖四十一年联捷二甲第五十一名进士,in 1941 jiajing was the 51st jin family to be connected to the erjia,in the 41st year of jiajing won the 51st among the second grade of jinshi in succession,4191.862732887268
其他宗教，如巴哈伊信仰和锡克教在马来西亚也拥有信徒。,Other religions such as Bahá'í and Sikh also have faith in Malaysia.,"Other religions, such as Bahaiyya and Sikhism, also get followers in Malaysia.",其他宗教 如巴哈伊信仰和锡克教在马来西亚也拥有信徒,other religions such as bahá í and sikh also have faith in malaysia,other religions such as bahaiyya and sikhism also get followers in malaysia,4191.862732887268
胡晓桃，辽宁锦州人，中国女子篮球运动员。,"Hu Xiaotao, from Jingzhou, Liaoning, Chinese women's basketball player","Hu Xiaotao, born in Jinzhou, Liaoning Province, is a Chinese woman basketball player.",胡晓桃 辽宁锦州人 中国女子篮球运动员,hu xiaotao from jingzhou liaoning chinese women s basketball player,hu xiaotao born in jinzhou liaoning province is a chinese woman basketball player,4191.862732887268
在此庙兴建之前，居民认为万善冢所葬是战亡遗骸，常会不定时挑饭担前往祭拜。,"Before the temple was built, the residents believed that the remains of the Wanshan species were the remains of the King of War. They would often pick up rice and eggs on time to worship.","Before the temple was built, the residents believed that Wanshan tomb contains the war dead, and they would carry the carriers with rice from time to time to worship.",在此庙兴建之前 居民认为万善冢所葬是战亡遗骸 常会不定时挑饭担前往祭拜,before the temple was built the residents believed that the remains of the wanshan species were the remains of the king of war they would often pick up rice and eggs on time to worship,before the temple was built the residents believed that wanshan tomb contains the war dead and they would carry the carriers with rice from time to time to worship,4191.862732887268
情感理论也应用在亲密以及亲密关系的研究调查中。,Emotional theory is also applied in the research on intimate and intimate relationships.,Affect theory is also used prescriptively in investigations about intimacy and intimate relationships.,情感理论也应用在亲密以及亲密关系的研究调查中,emotional theory is also applied in the research on intimate and intimate relationships,affect theory is also used prescriptively in investigations about intimacy and intimate relationships,4191.862732887268
随着中华人民共和国的成立，医学研究所调整组建为中国科学院生理生化研究所。,"As the People's Republic of China was established, the medical research institute was formed as the Chinese Academy of Sciences'","With the establishment of the People's Republic of China, the Institute of Medicine was reorganized into the Institute of Physiology and Biochemistry of the Chinese Academy of Sciences.",随着中华人民共和国的成立 医学研究所调整组建为中国科学院生理生化研究所,as the people s republic of china was established the medical research institute was formed as the chinese academy of sciences,with the establishment of the people s republic of china the institute of medicine was reorganized into the institute of physiology and biochemistry of the chinese academy of sciences,4191.862732887268
圣母玫瑰书院是一所位于九龙塘又一村的天主教女子书院。,"The Holy Mother Rose Library is a Catholic Women's Library located in Youyi Village, Jiu Long Tang.","Notre Dame Rose College is a Catholic women's college located in Youyi village, Kowloon Tong.",圣母玫瑰书院是一所位于九龙塘又一村的天主教女子书院,the holy mother rose library is a catholic women s library located in youyi village jiu long tang,notre dame rose college is a catholic women s college located in youyi village kowloon tong,4191.862732887268
劳保特别贸易经济区是位于越南广治省向化县的一个边界口岸经济区。,The Laobao Special Trade Economic Zone is located in the border port area of the Guangzhi province of Vietnam.,"Lao Bao Special Trade & Economic Zone is a border port economic zone located in Huong Hoa County, Quang Tri Province, Vietnam.",劳保特别贸易经济区是位于越南广治省向化县的一个边界口岸经济区,the laobao special trade economic zone is located in the border port area of the guangzhi province of vietnam,lao bao special trade economic zone is a border port economic zone located in huong hoa county quang tri province vietnam,4191.862732887268
据说维索卖的玩具是当时欧洲流行的一种鸟玩具而使自己获得了「鸟人」的绰号。,"It is said that the toys sold by Veyre were a popular bird toy in Europe at the time, and they made themselves nicknamed Birdman.","It is said that Viso's toy was a popular bird toy selling in Europe at that time, which earned him the nickname ""Birdman"".",据说维索卖的玩具是当时欧洲流行的一种鸟玩具而使自己获得了 鸟人 的绰号,it is said that the toys sold by veyre were a popular bird toy in europe at the time and they made themselves nicknamed birdman,it is said that viso s toy was a popular bird toy selling in europe at that time which earned him the nickname birdman,4191.862732887268
帕沃是寮国历史上万象王国的一位贵族。,And Pao is a nobleman who Angels adored throughout history.,Phra Vo is a noble of Vientiane kingdom in the history of Laos.,帕沃是寮国历史上万象王国的一位贵族,and pao is a nobleman who angels adored throughout history,phra vo is a noble of vientiane kingdom in the history of laos,4191.862732887268
迈克尔·张伯伦是一名新西兰出生的澳大利亚作家、教师和牧师。,"Michael Zhang Boleun is an Australian author, teacher and teacher from New Zealand.","Michael Chamberlain is a New Zealand-born Australian writer, teacher and pastor.",迈克尔 张伯伦是一名新西兰出生的澳大利亚作家 教师和牧师,michael zhang boleun is an australian author teacher and teacher from new zealand,michael chamberlain is a new zealand born australian writer teacher and pastor,4191.862732887268
梅雅谊，意大利遣使会会士。,Fascination with the Unseen,Mignani is an Italian emissary.,梅雅谊 意大利遣使会会士,fascination with the unseen,mignani is an italian emissary,4191.862732887268
南面是朝向学宫街的大门口，学宫街当时叫南海街。,"The south is facing the gate of Xuegong Street, which was called Nanhai Street at the time.","To the south is the gate towards Xuegong street, which was called Nanhai street at that time.",南面是朝向学宫街的大门口 学宫街当时叫南海街,the south is facing the gate of xuegong street which was called nanhai street at the time,to the south is the gate towards xuegong street which was called nanhai street at that time,4191.862732887268
高德惠主教，圣名奥斯定，法国巴黎外方传教会传教士。,The St Lenin is a gentleman from Didal So the good leave the Straight connection is the best own,"Auguste-Ernest-Désiré-Marie Gaspais, Saint name Augustinus, missionary of the Paris Foreign Missions Society, France.",高德惠主教 圣名奥斯定 法国巴黎外方传教会传教士,the st lenin is a gentleman from didal so the good leave the straight connection is the best own,auguste ernest désiré marie gaspais saint name augustinus missionary of the paris foreign missions society france,4191.862732887268
太和十八年。,Taihe 18th year,Taihe 18th year.,太和十八年,taihe 18th year,taihe 18th year,4191.862732887268
国王宣布新的奖项致辞：勋章由珀西·梅特卡夫设计。,Moe announced the new speech award. The plaque was inspired by the Porsche Metcafe design.,"Announcing the new award, the King said: The medal was designed by Percy Metcalfe.",国王宣布新的奖项致辞 勋章由珀西 梅特卡夫设计,moe announced the new speech award the plaque was inspired by the porsche metcafe design,announcing the new award the king said the medal was designed by percy metcalfe,4191.862732887268
卡尔·魏森贝格是一名奥地利物理学家，知名于流变学和结晶学等领域的贡献。,"Carl Wiesembeck is an Australian physicist, known for his contribution to the field of meteorology and crystal science.","Karl Weissenberg was an Austrian physicist, notable for his contributions to rheology and crystallography.",卡尔 魏森贝格是一名奥地利物理学家 知名于流变学和结晶学等领域的贡献,carl wiesembeck is an australian physicist known for his contribution to the field of meteorology and crystal science,karl weissenberg was an austrian physicist notable for his contributions to rheology and crystallography,4191.862732887268
他还获得了马德里康普顿斯大学法律学位，以及的产业组织理论学位。,He also obtained his registered degree in Law from dissolution.,He also received a law degree from Complutense University of Madrid and a degree in industrial organization theory.,他还获得了马德里康普顿斯大学法律学位 以及的产业组织理论学位,he also obtained his registered degree in law from dissolution,he also received a law degree from complutense university of madrid and a degree in industrial organization theory,4191.862732887268
社交焦虑是指对社交互动的忧虑与紧张。,Social anxiety is a concern and tension for social interaction.,Social anxiety refers to anxiety and tension about social interaction.,社交焦虑是指对社交互动的忧虑与紧张,social anxiety is a concern and tension for social interaction,social anxiety refers to anxiety and tension about social interaction,4191.862732887268
具有典型的蝌蚪状外形：六角形的头部和可收缩的长的尾部。,"It has a typical concave shape, a hexagonal head and a long tail that can be contracted.",It has a typical tadpole shape: hexagonal head and long retractable tail.,具有典型的蝌蚪状外形 六角形的头部和可收缩的长的尾部,it has a typical concave shape a hexagonal head and a long tail that can be contracted,it has a typical tadpole shape hexagonal head and long retractable tail,4191.862732887268
其主要目标是安装寻求号气密舱并帮助在国际空间站进行维护。,"Its main goal is to install the No. 7米舱, and help maintain it at the International Space Station.",Its main objective is to install the seeker capsule and help with maintenance on the International Space Station.,其主要目标是安装寻求号气密舱并帮助在国际空间站进行维护,its main goal is to install the no 7米舱 and help maintain it at the international space station,its main objective is to install the seeker capsule and help with maintenance on the international space station,4191.862732887268
嘉靖二十九年，登进士第三甲第十一名。,"In the 29th year of Jiajing, Deng Jin is the 11th third-place.","Twenty-ninth year of Jiajing, achieved eleventh place in the third rank scholars.",嘉靖二十九年 登进士第三甲第十一名,in the 29th year of jiajing deng jin is the 11th third place,twenty ninth year of jiajing achieved eleventh place in the third rank scholars,4191.862732887268
斯特林·凯尔比·布朗是一名美国男演员。,Staline Kalby-Blanc is an American actor.,Sterling Kelby Brown is an American actor.,斯特林 凯尔比 布朗是一名美国男演员,staline kalby blanc is an american actor,sterling kelby brown is an american actor,4191.862732887268
路经夏首，李抗学习他的行为，李抗的舅父元法僧知道了，就对李抗杖刑三百。,"After the journey, Li Kang learned about his actions. Li Kang's uncle Yuan Fa-Seng knew about it, and he punished Li Kang 300 times.","When meeting Xia Shou on the road, Li Kang followed his behavior, and he was flogged by his uncle - Sangha Yuan for three hundred times when his uncle knew it.",路经夏首 李抗学习他的行为 李抗的舅父元法僧知道了 就对李抗杖刑三百,after the journey li kang learned about his actions li kang s uncle yuan fa seng knew about it and he punished li kang 300 times,when meeting xia shou on the road li kang followed his behavior and he was flogged by his uncle sangha yuan for three hundred times when his uncle knew it,4191.862732887268
官至伊势守。,Guan Zhi Yi peninsula,Promoted as the guardian of Yishi.,官至伊势守,guan zhi yi peninsula,promoted as the guardian of yishi,4191.862732887268
床虫物种的通称，是寄生性的昆虫，吸取动物的血液为其唯一的觅食方式。,The common name of bed bugs is a life-saving insect. It absorbs the blood of animals as its only way to eat.,"A general term for bedbug species, parasitic insects that suck the blood of animals as their only way of foraging.",床虫物种的通称 是寄生性的昆虫 吸取动物的血液为其唯一的觅食方式,the common name of bed bugs is a life saving insect it absorbs the blood of animals as its only way to eat,a general term for bedbug species parasitic insects that suck the blood of animals as their only way of foraging,4191.862732887268
同时政策的不稳定性也使得中国大陆游戏市场前景预期黯淡。,"At the same time, the instability of the policy also made the prospects of the Chinese mainland game market expected to be dark.","At the same time, the instability of the policy has also made the outlook for the Chinese mainland game market bleak.",同时政策的不稳定性也使得中国大陆游戏市场前景预期黯淡,at the same time the instability of the policy also made the prospects of the chinese mainland game market expected to be dark,at the same time the instability of the policy has also made the outlook for the chinese mainland game market bleak,4191.862732887268
河岸得名于强大的安圭拉拉家族，在该区拥有一座宫殿和一个塔楼。,"The river bank is named after the powerful Anguillara family, which owns a palace and a tower in the area.",The river is named after the powerful Anguilla family. There is one palace and one tower in the area.,河岸得名于强大的安圭拉拉家族 在该区拥有一座宫殿和一个塔楼,the river bank is named after the powerful anguillara family which owns a palace and a tower in the area,the river is named after the powerful anguilla family there is one palace and one tower in the area,4191.862732887268
后由陈熙潘接任。,Chen Xipan took over the post.,Succeeded by Chen Xipan.,后由陈熙潘接任,chen xipan took over the post,succeeded by chen xipan,4191.862732887268
这些视觉校正是为了易读性。,These visual corrections are for readability.,These visual corrections are for legibility.,这些视觉校正是为了易读性,these visual corrections are for readability,these visual corrections are for legibility,4191.862732887268
橙尾鸲莺属的雄性有着十分艳丽的繁殖羽。,The Bear is wearing an intense,The males of the Setophaga warbler genus have very gorgeous breeding feathers.,橙尾鸲莺属的雄性有着十分艳丽的繁殖羽,the bear is wearing an intense,the males of the setophaga warbler genus have very gorgeous breeding feathers,4191.862732887268
在黄金时段时，超能先生出任务所驾驶的超能车，风格接近詹姆士·庞或蝙蝠侠的用车。,"In the golden age, superpowers drove superpowers that were used in missions, in a style similar to the car of James Bond or the Bat Man.","During prime time, Supercar driven by superman on mission is similar to James Bond’s or Batman’s car.",在黄金时段时 超能先生出任务所驾驶的超能车 风格接近詹姆士 庞或蝙蝠侠的用车,in the golden age superpowers drove superpowers that were used in missions in a style similar to the car of james bond or the bat man,during prime time supercar driven by superman on mission is similar to james bond s or batman s car,4191.862732887268
父亲为着名台湾男子篮球运动员郑志龙。,"His father is a famous Taiwanese basketball player, Zheng Zhilong.",His father is a famous Taiwanese men’s basketball player Zheng Zhilong.,父亲为着名台湾男子篮球运动员郑志龙,his father is a famous taiwanese basketball player zheng zhilong,his father is a famous taiwanese men s basketball player zheng zhilong,4191.862732887268
最重要的是，我们不关心周遭人正在做什么，我们尽可能地想避免目光接触。,The most important thing is that we don't care what people around us are doing. We try our best to avoid eye contact.,"Most of all, we don't care what people around us are doing. We try to avoid eye contact as much as possible.",最重要的是 我们不关心周遭人正在做什么 我们尽可能地想避免目光接触,the most important thing is that we don t care what people around us are doing we try our best to avoid eye contact,most of all we don t care what people around us are doing we try to avoid eye contact as much as possible,4191.862732887268
刘汉清，山东莱西市南墅镇南墅村人。,"Liu Hanqing, from Nanshu Village, Laixi City, Shandong Province","Liu Hanqing, a native in Nanshu village, Nanshu Town, Laixi City, Shandong Province.",刘汉清 山东莱西市南墅镇南墅村人,liu hanqing from nanshu village laixi city shandong province,liu hanqing a native in nanshu village nanshu town laixi city shandong province,4191.862732887268
后院为次院为其弟王跻堂住所，规模明显比主院要小。,"The backyard is the second courtyard, which is the residence of Wang Jitang, the brother of the house. The size is obviously smaller than the main courtyard.","The backyard is the secondary yard, which is the residence of their younger brother Wang Jitang. Its scale is obviously smaller than that of the main yard.",后院为次院为其弟王跻堂住所 规模明显比主院要小,the backyard is the second courtyard which is the residence of wang jitang the brother of the house the size is obviously smaller than the main courtyard,the backyard is the secondary yard which is the residence of their younger brother wang jitang its scale is obviously smaller than that of the main yard,4191.862732887268
干道九年十二月，担任签书枢密院事。,Zi가리는 9년 12月 단영 Spanish Hi Any My shoes Kindle my Two e to the Q 각 Q Dr The Q Q The Q the Q Right Right Right Q Right Right X K Q Q Oh it is Back Turn Back Turn,"In December of the ninth year of the Gandao, served as the Commission of Military Affairs.",干道九年十二月 担任签书枢密院事,zi가리는 9년 12月 단영 spanish hi any my shoes kindle my two e to the q 각 q dr the q q the q the q right right right q right right x k q q oh it is back turn back turn,in december of the ninth year of the gandao served as the commission of military affairs,4191.862732887268
槟城州政府是马来西亚槟城州内的政府机构，并在马来西亚宪法和州宪法下成立。,"The Bincheng state government is a government agency within the Bincheng state of Malaysia, and is established under the Malaysian constitution and the state constitution.","The Penang state government is the government agency in Penang, Malaysia, and is established under the Malaysian constitution and the state constitution.",槟城州政府是马来西亚槟城州内的政府机构 并在马来西亚宪法和州宪法下成立,the bincheng state government is a government agency within the bincheng state of malaysia and is established under the malaysian constitution and the state constitution,the penang state government is the government agency in penang malaysia and is established under the malaysian constitution and the state constitution,4191.862732887268
