sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
这个表没有包含其他由亚洲帕拉林匹克委员会主办的赛事。,This table does not include any other competitions organized by the Australian Paralympics.,This chart exclude competitions hosted by other Olympics Committee members in Asia.,这个表没有包含其他由亚洲帕拉林匹克委员会主办的赛事,this table does not include any other competitions organized by the australian paralympics,this chart exclude competitions hosted by other olympics committee members in asia,4640.434547901154
曾祖父冯盛，曾任纪善；祖父冯从政，曾任知县；父亲冯绍，曾任训导。,"Zeng Zufu Fengshun, once a Jishan Zufu Fengcongzheng, once a Zhixian Father Feng Shao, once a Xundao","Feng Sheng, his great-grandfather, served as Jishan; Feng Congzheng, his grandfather, once served as a magistrate; and his father, Feng Shao, was a truant officer.",曾祖父冯盛 曾任纪善 祖父冯从政 曾任知县 父亲冯绍 曾任训导,zeng zufu fengshun once a jishan zufu fengcongzheng once a zhixian father feng shao once a xundao,feng sheng his great grandfather served as jishan feng congzheng his grandfather once served as a magistrate and his father feng shao was a truant officer,4640.434547901154
因商颜山一带土质松疏，渠岸易崩。,"Southeast of my village, Artsinside","Due to the loose soil in the Shangyan Mountain area, the canal shore was prone to collapse.",因商颜山一带土质松疏 渠岸易崩,southeast of my village artsinside,due to the loose soil in the shangyan mountain area the canal shore was prone to collapse,4640.434547901154
数十民众前往佳景公园围观火灾。,Countless people went to the Jiajing Park to watch the fire.,Dozens of people went to Jiajing park to watch the fire.,数十民众前往佳景公园围观火灾,countless people went to the jiajing park to watch the fire,dozens of people went to jiajing park to watch the fire,4640.434547901154
科帕拉是墨西哥的一座城市，位于格雷罗州的科帕拉自治区，亦是该自治区首府。,"Cabral is a city in Mexico, located in Cabral Autonomous Region in Guerrero State, which is the capital of the Autonomous Region.","Copara is a city in Mexico, located in the Copara autonomous region of Guerrero State and is the capital of the autonomous region.",科帕拉是墨西哥的一座城市 位于格雷罗州的科帕拉自治区 亦是该自治区首府,cabral is a city in mexico located in cabral autonomous region in guerrero state which is the capital of the autonomous region,copara is a city in mexico located in the copara autonomous region of guerrero state and is the capital of the autonomous region,4640.434547901154
松岛实，日本资深女性配音员、演员、旁白。,"Song Daoshi, Japanese female voice actor, actor, Pang Bai","Minori Matsushima is a senior Japanese voice actress, performer, and narrator.",松岛实 日本资深女性配音员 演员 旁白,song daoshi japanese female voice actor actor pang bai,minori matsushima is a senior japanese voice actress performer and narrator,4640.434547901154
机身两旁的开放空间允许技师在飞行时自机舱爬出去维修引擎。,The open space between the fuselage and the fuselage allows the pilot to climb out of the fuselage to repair the engine while flying.,The open space on both sides of the fuselage allows technicians to climb out of the cabin to repair the engine during flight.,机身两旁的开放空间允许技师在飞行时自机舱爬出去维修引擎,the open space between the fuselage and the fuselage allows the pilot to climb out of the fuselage to repair the engine while flying,the open space on both sides of the fuselage allows technicians to climb out of the cabin to repair the engine during flight,4640.434547901154
小石块上面也堆叠了以安山岩制的板石。,The stone also atoms placed inside the pebbles.,Slates made of andesite were also stacked upon the small stones.,小石块上面也堆叠了以安山岩制的板石,the stone also atoms placed inside the pebbles,slates made of andesite were also stacked upon the small stones,4640.434547901154
世俗人文主义组织散布于世界各地。,"A numa, a world where pueblo-辛 BEATEN-DESTROYED, Made of mann tempor models, sekating ekiko brushed with eyes of human cursed to create the Manwno-karka",Secular humanist organizations are scattered all over the world.,世俗人文主义组织散布于世界各地,a numa a world where pueblo 辛 beaten destroyed made of mann tempor models sekating ekiko brushed with eyes of human cursed to create the manwno karka,secular humanist organizations are scattered all over the world,4640.434547901154
科学家及精神健康专家并不视性取向为一种选择。,Scientists and mental health experts are not the only choice.,Scientists and mental health professionals do not treat sexual orientation as a choice.,科学家及精神健康专家并不视性取向为一种选择,scientists and mental health experts are not the only choice,scientists and mental health professionals do not treat sexual orientation as a choice,4640.434547901154
嘉靖四十四年，登进士第三甲第一百一十二名。,"Jiaqing 44 years of registration is the third award, the 112th",Ranked No.112 of the third grade (San Jia) Jinshi degree in the 44th year of the Jiajing reign.,嘉靖四十四年 登进士第三甲第一百一十二名,jiaqing 44 years of registration is the third award the 112th,ranked no 112 of the third grade jinshi degree in the 44th year of the jiajing reign,4640.434547901154
横涧镇，是下辖的一个已撤销乡镇级行政单位，位于溧阳市东南端。,Fengjian town is a,"Hengjian Town, located in the southeast end of Liyang City, is a cancelled township administrative unit under its jurisdiction.",横涧镇 是下辖的一个已撤销乡镇级行政单位 位于溧阳市东南端,fengjian town is a,hengjian town located in the southeast end of liyang city is a cancelled township administrative unit under its jurisdiction,4640.434547901154
当接近时，他打开了伞并把它抬起，然后在总统经过他的时候把雨伞从东到西旋转。,"When approaching, he opened the umbrella and lifted it up, and then turned the umbrella from east to west when the president passed by.","As he approached, he raised the umbrella and lifted it, then spun it from east to west as the President passed by him.",当接近时 他打开了伞并把它抬起 然后在总统经过他的时候把雨伞从东到西旋转,when approaching he opened the umbrella and lifted it up and then turned the umbrella from east to west when the president passed by,as he approached he raised the umbrella and lifted it then spun it from east to west as the president passed by him,4640.434547901154
永安城是明朝为加强对皇陵的守备而修筑的一座城，昌平镇的前身。,Yong'an is a city built in order to strengthen the defense of the imperial spirit. The predecessor of Tangping Town,"Yung’an Castle was constructed in Ming Dynasty to reinforce the defense on the king’s tomb, former ground of Changping Township.",永安城是明朝为加强对皇陵的守备而修筑的一座城 昌平镇的前身,yong an is a city built in order to strengthen the defense of the imperial spirit the predecessor of tangping town,yung an castle was constructed in ming dynasty to reinforce the defense on the king s tomb former ground of changping township,4640.434547901154
因辖区内有察尔汗盐湖而得名。,A troll of Yu uma was fake,It is named after the Qarhan Playa in the jurisdiction.,因辖区内有察尔汗盐湖而得名,a troll of yu uma was fake,it is named after the qarhan playa in the jurisdiction,4640.434547901154
此组包括赛事主办国南韩、中国、吉尔吉斯及菲律宾。,"The ten countries include the Sino-Hungarian Republic, South Korea, China, Belgium and the Philippines.","This group includes South Korea, China, Kyrgyzstan and the Philippines.",此组包括赛事主办国南韩 中国 吉尔吉斯及菲律宾,the ten countries include the sino hungarian republic south korea china belgium and the philippines,this group includes south korea china kyrgyzstan and the philippines,4640.434547901154
该区设置大型寻光迷宫，邀请幼儿园小朋友一起来彩绘。,Bucketquet Site Welcome takes place in theabout,The area is set with a large light maze for kindergarten children to paint.,该区设置大型寻光迷宫 邀请幼儿园小朋友一起来彩绘,bucketquet site welcome takes place in theabout,the area is set with a large light maze for kindergarten children to paint,4640.434547901154
王睿少年时传承父业，善于卜筮。,"王瑞少年时传承护眼,善于补事。",Wang Rui inherited his father's career at his youth and was good at divination.,王睿少年时传承父业 善于卜筮,王瑞少年时传承护眼 善于补事,wang rui inherited his father s career at his youth and was good at divination,4640.434547901154
张晖，上海崇明人，青年文史学者，龙榆生研究专家。,"Zhang Hui, Shanghai smart man, young literary scholar, and Mungu student research expert","Zhang hui, born in Chongming, Shanghai, is a young scholar of literature and history and a specilaist of research on Long Yusheng.",张晖 上海崇明人 青年文史学者 龙榆生研究专家,zhang hui shanghai smart man young literary scholar and mungu student research expert,zhang hui born in chongming shanghai is a young scholar of literature and history and a specilaist of research on long yusheng,4640.434547901154
这座剧院也在第二次世界大战期间被摧毁，代之以新王宫剧院。,"This giant case was also destroyed during World War II, and was replaced by the new Wang Gong giant case.",This theater was also destroyed during World War II and was later replaced by the New Palace Theatre.,这座剧院也在第二次世界大战期间被摧毁 代之以新王宫剧院,this giant case was also destroyed during world war ii and was replaced by the new wang gong giant case,this theater was also destroyed during world war ii and was later replaced by the new palace theatre,4640.434547901154
万历十四年，登进士第三甲第一百八十六名。,"Lan Di was ranked the 3rd in the top 186 Wang,","In the fourteenth year of Wanli, win the one hundred and eighty sixth place at Jinshi third round.",万历十四年 登进士第三甲第一百八十六名,lan di was ranked the 3rd in the top 186 wang,in the fourteenth year of wanli win the one hundred and eighty sixth place at jinshi third round,4640.434547901154
海洋科学家参与了合作。,Alute ACO cooperation,marine scientists are involved in the cooperation.,海洋科学家参与了合作,alute aco cooperation,marine scientists are involved in the cooperation,4640.434547901154
万绍祖，福建晋江人，清朝政治人物。,万少祖福建晋江人清朝政治人物,"Wan Shaozu, a native in Jinjiang, Fujian, was a political figure in the Qing Dynasty.",万绍祖 福建晋江人 清朝政治人物,万少祖福建晋江人清朝政治人物,wan shaozu a native in jinjiang fujian was a political figure in the qing dynasty,4640.434547901154
万历十一年，登进士第二甲第二十九名。,"Dec.11, 2021, ranked second in the last Thai","In the 11th year of Wanli, he was ranked 29th among the 2nd-tier Jinshi Scholars.",万历十一年 登进士第二甲第二十九名,dec 11 2021 ranked second in the last thai,in the 11th year of wanli he was ranked 29th among the 2nd tier jinshi scholars,4640.434547901154
限幅器由线性元件组成，但它不包含电容等储能元件。,"The line loader is made up of line-based components, but it does not contain capacitors such as capacitors.",A clipping circuit consists of linear elements but it does not contain energy-storage elements like capacitors.,限幅器由线性元件组成 但它不包含电容等储能元件,the line loader is made up of line based components but it does not contain capacitors such as capacitors,a clipping circuit consists of linear elements but it does not contain energy storage elements like capacitors,4640.434547901154
兼任上野，越后，伊豆守护。,"先任上野,越后依道守护","Also served as the guardian of Ueno, Echigo, Izu.",兼任上野 越后 伊豆守护,先任上野 越后依道守护,also served as the guardian of ueno echigo izu,4640.434547901154
怀特岛蒸汽铁路是英国英格兰南部怀特岛上的一条观光铁路路线，全长。,The Huai Te Island Central Railway Station is a tourist attraction on Huai Te Island in southern England.,"Isle of Wight Steam Railway is a sightseeing railway line on the Isle in the south of England, whose total length is.",怀特岛蒸汽铁路是英国英格兰南部怀特岛上的一条观光铁路路线 全长,the huai te island central railway station is a tourist attraction on huai te island in southern england,isle of wight steam railway is a sightseeing railway line on the isle in the south of england whose total length is,4640.434547901154
此外，本地区尚有小竹围聚落。,"In addition, there are small bamboo fences on the ground.","In addition, this region is still surrounded by bamboo settlements.",此外 本地区尚有小竹围聚落,in addition there are small bamboo fences on the ground,in addition this region is still surrounded by bamboo settlements,4640.434547901154
屈灼，字见夫，陕西西安府华州蒲城县人，军籍，明朝政治人物、进士出身。,"Xu Ruo is a famous political figure from Pucheng County in Huadou Province, Xi'an Province, Shaanxi Province, Jianhu, Shaanxi Province, and Shandong Province.","Qu Zhuo, courtesy name Jianfu, was born in Pucheng County, Xi'an Prefecture, Shaanxi Province. He was a military man. He was a political figure and a Jinshi in the Ming Dynasty.",屈灼 字见夫 陕西西安府华州蒲城县人 军籍 明朝政治人物 进士出身,xu ruo is a famous political figure from pucheng county in huadou province xi an province shaanxi province jianhu shaanxi province and shandong province,qu zhuo courtesy name jianfu was born in pucheng county xi an prefecture shaanxi province he was a military man he was a political figure and a jinshi in the ming dynasty,4640.434547901154
其中，大肠杆菌是最被研究的一类。,"Among them, the large intestine is the most studied type.","Among them, escherichia coli is the most studied one.",其中 大肠杆菌是最被研究的一类,among them the large intestine is the most studied type,among them escherichia coli is the most studied one,4640.434547901154
东野车站可以指以下车站：,Chaoshan pulled pre-occupation,Dongye Station may refer to the following stations:,东野车站可以指以下车站,chaoshan pulled pre occupation,dongye station may refer to the following stations,4640.434547901154
李是唯一的幸存者，并在接下来的几年中建立了巨额财富，致力帮助那些不幸的人。,Li is the only survivor and has established a huge wealth in the next few years to help those unfortunate people.,"Li was the sole survivor, over several years he built significant wealth and dedicated to helping the unfortunate.",李是唯一的幸存者 并在接下来的几年中建立了巨额财富 致力帮助那些不幸的人,li is the only survivor and has established a huge wealth in the next few years to help those unfortunate people,li was the sole survivor over several years he built significant wealth and dedicated to helping the unfortunate,4640.434547901154
岑起，南阳郡西棘阳县人。,My marriage Manyay illnesses,"Cenqi is from Xijiyang, Nanyang County.",岑起 南阳郡西棘阳县人,my marriage manyay illnesses,cenqi is from xijiyang nanyang county,4640.434547901154
程之藩，字镇野，徽州府歙县人，明朝、南明军事人物。,Cheng Zifan is a famous military man in the Huizhou Prefecture.,"Cheng Zhifan, courtesy name Zhenye, a native of Shexian County, Huizhou Prefecture, was a military figure in Ming Dynasty and South Ming Dynasty.",程之藩 字镇野 徽州府歙县人 明朝 南明军事人物,cheng zifan is a famous military man in the huizhou prefecture,cheng zhifan courtesy name zhenye a native of shexian county huizhou prefecture was a military figure in ming dynasty and south ming dynasty,4640.434547901154
他经常乘坐覆满帷幔的车子，从行十数人，车子的伞盖器用都十份精致。,He often cook have a table in aπα,"He often rode in drapery-covered sedans, from which dozens of people walked, and the sedan's umbrella covers were all exquisite.",他经常乘坐覆满帷幔的车子 从行十数人 车子的伞盖器用都十份精致,he often cook have a table in aπα,he often rode in drapery covered sedans from which dozens of people walked and the sedan s umbrella covers were all exquisite,4640.434547901154
史考特·山德斯是一名美国男导演、编剧和监制。,"Scott Sanders is a South American actor, screenwriter and director.","Scott Sanders is an American male director, screenwriter and executive producer.",史考特 山德斯是一名美国男导演 编剧和监制,scott sanders is a south american actor screenwriter and director,scott sanders is an american male director screenwriter and executive producer,4640.434547901154
江信隆自小便爱好足球，青少年时每天都长时间练习足球。,Jiang Xinmeng has been a footballer since childhood. He practices football every day when he was young.,Jiang Xinlong loves football since he was a kid. He practices football for a long time every day as a teenager.,江信隆自小便爱好足球 青少年时每天都长时间练习足球,jiang xinmeng has been a footballer since childhood he practices football every day when he was young,jiang xinlong loves football since he was a kid he practices football for a long time every day as a teenager,4640.434547901154
万历八年，登进士第三甲第二百一十九名。,Nationaljust state state traits,"In the eighth year of Wanli, won the two hundred and nineteenth place of Jinshi at the third round.",万历八年 登进士第三甲第二百一十九名,nationaljust state state traits,in the eighth year of wanli won the two hundred and nineteenth place of jinshi at the third round,4640.434547901154
回国后，改授广南布政使。,moi,"After returning to Vietnam, he was appointed as the administrative commissioner of Tỉnh Quảng Nam.",回国后 改授广南布政使,moi,after returning to vietnam he was appointed as the administrative commissioner of tỉnh quảng nam,4640.434547901154
陈羽緁，台湾歌手。,"Chen Yujie, Taiwanese singer","Chen Yuqie, a Taiwanese singer.",陈羽緁 台湾歌手,chen yujie taiwanese singer,chen yuqie a taiwanese singer,4640.434547901154
在嵯峨天皇时代的中，涉及中国经典和正史的日渐重要，有『』、『』、『经国集』等。,In the era of King Pick-enius there are a few Japanese 집s that both areitas Chinese classic and modern,"In the age of the Emperor Saga, the Chinese classics and the official history are becoming increasingly important, such as “ ”,””,””, “Jingguoji“.",在嵯峨天皇时代的中 涉及中国经典和正史的日渐重要 有 经国集 等,in the era of king pick enius there are a few japanese 집s that both areitas chinese classic and modern,in the age of the emperor saga the chinese classics and the official history are becoming increasingly important such as jingguoji,4640.434547901154
沙帕哈尔乌帕齐拉是孟加拉国瑙冈县的一个乌帕齐拉，位于拉杰沙希专区的瑙冈县。,mulheres ducherie de saprkel a which paula dearthing is in mainlandoro mengaral a too rare and 81 Paradisi police officers remove Mr Sgt de Sitche,"Sapahar is an Upazila of Naogaon District in the Division of Rajshahi, Bangladesh.",沙帕哈尔乌帕齐拉是孟加拉国瑙冈县的一个乌帕齐拉 位于拉杰沙希专区的瑙冈县,mulheres ducherie de saprkel a which paula dearthing is in mainlandoro mengaral a too rare and 81 paradisi police officers remove mr sgt de sitche,sapahar is an upazila of naogaon district in the division of rajshahi bangladesh,4640.434547901154
电影上映后收到许多好评，许多影评人赞赏剧本、暗黑主题、幽默和演出。,"After the movie was released, many good reviews and many viewers praised the drama and the dark theme, and the humor and performance.","After the film was released, it received a lot of favorable comments. Many critics appreciated the script, dark theme, humor and performance.",电影上映后收到许多好评 许多影评人赞赏剧本 暗黑主题 幽默和演出,after the movie was released many good reviews and many viewers praised the drama and the dark theme and the humor and performance,after the film was released it received a lot of favorable comments many critics appreciated the script dark theme humor and performance,4640.434547901154
刘朝噩，字质之，江西吉安府永新县人，民籍，明朝政治人物、进士出身。,Liu Tao ge edge to know his own Jiangxi and ah last forever the population people who continue to rise,"Liu chao’e, literary name Zhizhi, a native of Yongxin County, Ji'an Prefecture, Jiangxi Province, is a political figure and Jinshi of Ming Dynasty.",刘朝噩 字质之 江西吉安府永新县人 民籍 明朝政治人物 进士出身,liu tao ge edge to know his own jiangxi and ah last forever the population people who continue to rise,liu chao e literary name zhizhi a native of yongxin county ji an prefecture jiangxi province is a political figure and jinshi of ming dynasty,4640.434547901154
这些被广泛应用于科学研究以及商业领域。,Zodiac is widely used in science and business fields.,These are widely used in scientific research and business fields.,这些被广泛应用于科学研究以及商业领域,zodiac is widely used in science and business fields,these are widely used in scientific research and business fields,4640.434547901154
母国氏。,Thanks for watching Please subscribe Rechtsese University,Mother Guo.,母国氏,thanks for watching please subscribe rechtsese university,mother guo,4640.434547901154
在文化圈中的好友包括北方谦三、吉川晃司、里中满智子等。,"Friends in the cultural circle include North Qianshan, Ji Chuan, Huang Zhi, Li Zhong, Man Zhizhi","Friends in the cultural circle include Kenzo Kitakata, Koji Kikkawa, Machiko Satonaka and etc.",在文化圈中的好友包括北方谦三 吉川晃司 里中满智子等,friends in the cultural circle include north qianshan ji chuan huang zhi li zhong man zhizhi,friends in the cultural circle include kenzo kitakata koji kikkawa machiko satonaka and etc,4640.434547901154
二本社体制，总部同时设在爱知県名古屋市中村区、东京都港区。,The Japan Hermitage and the General Administration of the City of Osaka also fertig the Eji-mine grapes,"Nihon Kansai system, allows dual headquarters in Kutchan, Nakamura-Ku in Nagoya City and Miyako-Ku in Tokyo.",二本社体制 总部同时设在爱知県名古屋市中村区 东京都港区,the japan hermitage and the general administration of the city of osaka also fertig the eji mine grapes,nihon kansai system allows dual headquarters in kutchan nakamura ku in nagoya city and miyako ku in tokyo,4640.434547901154
曾祖父韩文；祖父韩诚；父亲韩廷义。,"Zhang Zufu Hanwen, Zufu Han Teng, Hu Jianhan Tingyi",Great grandfather Han Wen; Great grandfather Han Cheng; Father Han Tingyi.,曾祖父韩文 祖父韩诚 父亲韩廷义,zhang zufu hanwen zufu han teng hu jianhan tingyi,great grandfather han wen great grandfather han cheng father han tingyi,4640.434547901154
庙旁的纪念碑前有时会举行加入中国共产党、中国共青团、中国少先队的宣誓仪式。,"Before the memorial ceremony of the temple, there will be a circle ceremony of the Chinese Communist Party, the Chinese Communist Youth League, and the Chinese Shaoxian Team.","In front of the memorial beside Temple of People's Liberation Army, oaths to join the Communist Party of China, the Communist Youth League of China and the Young Pioneers of China are sometimes held.",庙旁的纪念碑前有时会举行加入中国共产党 中国共青团 中国少先队的宣誓仪式,before the memorial ceremony of the temple there will be a circle ceremony of the chinese communist party the chinese communist youth league and the chinese shaoxian team,in front of the memorial beside temple of people s liberation army oaths to join the communist party of china the communist youth league of china and the young pioneers of china are sometimes held,4640.434547901154
嘉靖三十二年，登进士第二甲第五十二名。,"recall 32, Deifiques Indo De Lande",Ranked No.52 of the second grade (Er Jia) Jinshi degree in the 32nd year of the Jiajing reign.,嘉靖三十二年 登进士第二甲第五十二名,recall 32 deifiques indo de lande,ranked no 52 of the second grade jinshi degree in the 32nd year of the jiajing reign,4640.434547901154
虽然查戈斯人仍处于农业社会，当地不仅没有人失业，并且还人人享有社会福利。,"Although the Chagas are in agricultural society, not only are they unemployed, but they also cause social welfare to everyone.","Although Chagos are still in an agricultural society, there are not only rare unemployed people, but also everyone enjoys social welfare.",虽然查戈斯人仍处于农业社会 当地不仅没有人失业 并且还人人享有社会福利,although the chagas are in agricultural society not only are they unemployed but they also cause social welfare to everyone,although chagos are still in an agricultural society there are not only rare unemployed people but also everyone enjoys social welfare,4640.434547901154
主要练习场在三岛工厂内的体育馆，不定时开放练习参观。,The main training ground is located in the San Dao factory. The gym is not open for training.,"The main training ground is located in the gymnasium of Sandao factory, which is open for practice and visit from time to time.",主要练习场在三岛工厂内的体育馆 不定时开放练习参观,the main training ground is located in the san dao factory the gym is not open for training,the main training ground is located in the gymnasium of sandao factory which is open for practice and visit from time to time,4640.434547901154
它只自己生产核心部件，其所提供的产品中大部分是从外包生产商那里买来的。,Most of the products provided by Taz's own production core components are purchased from the external packaging manufacturer.,"It only produces its own core components, and most of the products it provides are purchased from outsourcing manufacturers.",它只自己生产核心部件 其所提供的产品中大部分是从外包生产商那里买来的,most of the products provided by taz s own production core components are purchased from the external packaging manufacturer,it only produces its own core components and most of the products it provides are purchased from outsourcing manufacturers,4640.434547901154
韦纳奇国家森林是位于华盛顿州的美国国家森林。,"The National Forest of the United States is located in Washington, DC.",Venacci National Forest is the national forest of the United States in the state of Washington.,韦纳奇国家森林是位于华盛顿州的美国国家森林,the national forest of the united states is located in washington dc,venacci national forest is the national forest of the united states in the state of washington,4640.434547901154
中土大陆的大部分饮食都是地球上真实存在的食物。,Most of the land on the Middle East is also food that exists on the earth.,Most of the diet in the Middle Earth is the real food on earth.,中土大陆的大部分饮食都是地球上真实存在的食物,most of the land on the middle east is also food that exists on the earth,most of the diet in the middle earth is the real food on earth,4640.434547901154
高贵的克罗埃西亚人广场是一个位于克罗埃西亚首都萨格勒布市中心的广场。,"The Kroisian Square is located in the center of Kroisian capital, Zagreb.",Square of Croatian Giants is one of the central squares in its capital -- Zagreb.,高贵的克罗埃西亚人广场是一个位于克罗埃西亚首都萨格勒布市中心的广场,the kroisian square is located in the center of kroisian capital zagreb,square of croatian giants is one of the central squares in its capital zagreb,4640.434547901154
最初为中东铁路局首任局长霍尔瓦特修建的官邸。,"The first official building built by Horvath, the first director of the Central Railway Bureau","The official residence originally built for Horvat, the first director of the Middle East Railway Administration.",最初为中东铁路局首任局长霍尔瓦特修建的官邸,the first official building built by horvath the first director of the central railway bureau,the official residence originally built for horvat the first director of the middle east railway administration,4640.434547901154
而此种现象在互联网领域尤为显着。,This phenomenon is very obvious in the Internet field.,This trend is especially evident in the Internet scene.,而此种现象在互联网领域尤为显着,this phenomenon is very obvious in the internet field,this trend is especially evident in the internet scene,4640.434547901154
之后用得奖同名短篇作品在《》连载化。,Riddle andos match two items,"After that, the award-winning short story of the same name was serialized in """".",之后用得奖同名短篇作品在 连载化,riddle andos match two items,after that the award winning short story of the same name was serialized in,4640.434547901154
但该画亦有浓郁的唐代佛画风格，佛教艺术型式被采入为基调。,Today we give you theanna convent of Cavoli. Captured by a repeater,"But the painting also showed strong Buddhist painting style, Buddhist art was adopted as base tone.",但该画亦有浓郁的唐代佛画风格 佛教艺术型式被采入为基调,today we give you theanna convent of cavoli captured by a repeater,but the painting also showed strong buddhist painting style buddhist art was adopted as base tone,4640.434547901154
有栖川宫职仁亲王是江户时代的皇族。,"There are seven villages, the palace, the people, the king, the emperor, the emperors, the emperors of the Jianghu era.",Arisugawa no Miya Yorihito Shinno was a royal family in Edo period.,有栖川宫职仁亲王是江户时代的皇族,there are seven villages the palace the people the king the emperor the emperors the emperors of the jianghu era,arisugawa no miya yorihito shinno was a royal family in edo period,4640.434547901154
陈蕴，字上行，广西桂林府灌阳县人，民籍，明朝政治人物、进士出身。,"Chen Yun, a famous political figure from Guilin Prefecture, Guangxi Province, has been on the scene since his death.","Chen Yun, literary name Shangxing, a native of Guanyang County, Guilin Prefecture, Guangxi Province, is a political figure and Jinshi of the Ming Dynasty.",陈蕴 字上行 广西桂林府灌阳县人 民籍 明朝政治人物 进士出身,chen yun a famous political figure from guilin prefecture guangxi province has been on the scene since his death,chen yun literary name shangxing a native of guanyang county guilin prefecture guangxi province is a political figure and jinshi of the ming dynasty,4640.434547901154
嘉靖四十一年，登进士第三甲第九十二名。,"The case of Jia Xing march 31 the week of March 3rd,چ่ังatory haunted house","In the 41st year of Jiajing, the 92nd among the third Grade of Jinshi.",嘉靖四十一年 登进士第三甲第九十二名,the case of jia xing march 31 the week of march 3rd چ งatory haunted house,in the 41st year of jiajing the 92nd among the third grade of jinshi,4640.434547901154
同步组帧高级数据链路控制是一种流行的比特定位协议。,Portable machine? Olympus' integrated license is a popular recognition control software.,Synchronous framing advanced data link control is a popular bit positioning protocol.,同步组帧高级数据链路控制是一种流行的比特定位协议,portable machine olympus integrated license is a popular recognition control software,synchronous framing advanced data link control is a popular bit positioning protocol,4640.434547901154
她赛后向传媒投诉，指起步前已有大批泳手游出起步点，大会却没制止。,"He made a media complaint after the game, saying that there was a big move before the start, leaving a starting point, but the big meeting did not go.","She complained to the media after the competition, saying that a large number of swimmers had already started out before the start, but the race did not stop them.",她赛后向传媒投诉 指起步前已有大批泳手游出起步点 大会却没制止,he made a media complaint after the game saying that there was a big move before the start leaving a starting point but the big meeting did not go,she complained to the media after the competition saying that a large number of swimmers had already started out before the start but the race did not stop them,4640.434547901154
薛占海，陕西清涧人；延安大学中文系汉语言文学专业毕业，西北大学经济学博士。,"I am Xue Zhahai, a native of Shaanxi. I graduated from the Chinese Language and Literature major in the Chinese Language and Literature Department of Yang'an University. I am a student of the Department of Economics at the University of Xibei.","Xue Zhanhai, from Qingjian, Shaanxi; Graduate from Yan’an University in Chinese Studies & Literature, Doctor of Economics from North Western University.",薛占海 陕西清涧人 延安大学中文系汉语言文学专业毕业 西北大学经济学博士,i am xue zhahai a native of shaanxi i graduated from the chinese language and literature major in the chinese language and literature department of yang an university i am a student of the department of economics at the university of xibei,xue zhanhai from qingjian shaanxi graduate from yan an university in chinese studies literature doctor of economics from north western university,4640.434547901154
王同赞，字儆甫，福建泉州府晋江县人，民籍，明朝政治人物、进士出身。,"Wang Tongzhan is a political figure from Jingyang County, Fujian Prefecture, and a famous political figure in the Ming Dynasty.","Wang Tongzan, also named Jing Fu, from Jijiang County in Quanzhou District, Fujian, civilian, political figure in Ming Dynasty, Imperial Court exam accredited.",王同赞 字儆甫 福建泉州府晋江县人 民籍 明朝政治人物 进士出身,wang tongzhan is a political figure from jingyang county fujian prefecture and a famous political figure in the ming dynasty,wang tongzan also named jing fu from jijiang county in quanzhou district fujian civilian political figure in ming dynasty imperial court exam accredited,4640.434547901154
这谷地连接伊塞克湖和纳伦河上游新疆。,This ancient land connects the Lake Isay and the Nalun River to the Xinjiang River.,The valley connects Issyk Kul with the upper reaches of the Naryn River in Xinjiang.,这谷地连接伊塞克湖和纳伦河上游新疆,this ancient land connects the lake isay and the nalun river to the xinjiang river,the valley connects issyk kul with the upper reaches of the naryn river in xinjiang,4640.434547901154
国家公园将继续保持开放，邮政服务也会继续运转。,The state will continue to maintain its export and the public service will continue to operate.,"National parks will remain open, postage services will also operate as usual.",国家公园将继续保持开放 邮政服务也会继续运转,the state will continue to maintain its export and the public service will continue to operate,national parks will remain open postage services will also operate as usual,4640.434547901154
这就是圆柱型象棋的起初在标准基本上样子。,"This is the initial image of the cylindrical model, basically like this in Dozen.",This is what is the initially standard form of cylindrical chess.,这就是圆柱型象棋的起初在标准基本上样子,this is the initial image of the cylindrical model basically like this in dozen,this is what is the initially standard form of cylindrical chess,4640.434547901154
王悦人，中国南北朝西魏、北周人物。,"Wang Yue-en, 7th place in the South and North Dynasties, China, a man from Beizhou","Wang Yue person, West Wei and North Zhou character in Chinese Southern & Northern Dynasty.",王悦人 中国南北朝西魏 北周人物,wang yue en 7th place in the south and north dynasties china a man from beizhou,wang yue person west wei and north zhou character in chinese southern northern dynasty,4640.434547901154
而随着许多地区不断发现新物种，这个数字仍有可能攀升。,"With the constant discovery of new species in many regions, this number is likely to rise.","As new species continue to be found in many areas, the number is likely to rise.",而随着许多地区不断发现新物种 这个数字仍有可能攀升,with the constant discovery of new species in many regions this number is likely to rise,as new species continue to be found in many areas the number is likely to rise,4640.434547901154
月台上的候车室兼做为站房，车站没有装设自动售票机等设备。,The rear cabin on the platform is a stand-by station. There is no automatic ticket machine or other equipment installed at the station.,"The waiting room at the platform is used as the station hall without equipment such as ticket vending machines, etc.",月台上的候车室兼做为站房 车站没有装设自动售票机等设备,the rear cabin on the platform is a stand by station there is no automatic ticket machine or other equipment installed at the station,the waiting room at the platform is used as the station hall without equipment such as ticket vending machines etc,4640.434547901154
